11,0,0,-nan
21,0,0,-nan
31,0,0,-nan
41,0,0,-nan
51,0,0,-nan
61,0,0,-nan
71,0,0,-nan
81,0,0,-nan
91,0,0,-nan
101,0,0,-nan
111,0,0,-nan
121,0,0,-nan
131,0,0,-nan
141,0,0,-nan
151,0,0,-nan
161,0,0,-nan
171,0,0,-nan
181,0,0,-nan
191,0,0,-nan
201,0,0,-nan
211,0,0,-nan
221,0,0,-nan
231,0,0,-nan
241,0,0,-nan
251,0,0,-nan
261,0,0,-nan
271,0,0,-nan
281,0,0,-nan
291,0,0,-nan
301,0,0,-nan
311,0,0,-nan
321,0,0,-nan
331,0,0,-nan
341,0,0,-nan
351,0,0,-nan
361,0,0,-nan
371,0,0,-nan
381,0,0,-nan
391,0,0,-nan
401,0,0,-nan
411,0,0,-nan
421,0,0,-nan
431,0,0,-nan
441,0,0,-nan
451,0,0,-nan
461,0,0,-nan
471,0,0,-nan
481,0,0,-nan
491,0,0,-nan
501,0,0,-nan
511,0,0,-nan
521,0,0,-nan
531,0,0,-nan
541,0,0,-nan
551,0,0,-nan
561,0,0,-nan
571,0,0,-nan
581,0,0,-nan
591,0,0,-nan
601,0,0,-nan
611,0,0,-nan
621,0,0,-nan
631,0,0,-nan
641,0,0,-nan
651,0,0,-nan
661,0,0,-nan
671,0,0,-nan
681,0,0,-nan
691,0,0,-nan
701,0,0,-nan
711,0,0,-nan
721,0,0,-nan
731,0,0,-nan
741,0,0,-nan
751,0,0,-nan
761,0,0,-nan
771,0,0,-nan
781,0,0,-nan
791,0,0,-nan
801,0,0,-nan
811,0,0,-nan
821,0,0,-nan
831,0,0,-nan
841,0,0,-nan
851,0,0,-nan
861,0,0,-nan
871,0,0,-nan
881,0,0,-nan
891,0,0,-nan
901,0,0,-nan
911,0,0,-nan
921,0,0,-nan
931,0,0,-nan
941,0,0,-nan
951,0,0,-nan
961,0,0,-nan
971,0,0,-nan
981,0,0,-nan
991,0,0,-nan
1001,0,0,-nan
1011,0,0,-nan
1021,0,0,-nan
1031,0,0,-nan
1041,0,0,-nan
1051,0,0,-nan
1061,0,0,-nan
1071,0,0,-nan
1081,0,0,-nan
1091,0,0,-nan
1101,0,0,-nan
1111,0,0,-nan
1121,0,0,-nan
1131,0,0,-nan
1141,0,0,-nan
1151,0,0,-nan
1161,0,0,-nan
1171,0,0,-nan
1181,0,0,-nan
1191,0,0,-nan
1201,0,0,-nan
1211,0,0,-nan
1221,0,0,-nan
1231,0,0,-nan
1241,0,0,-nan
1251,0,0,-nan
1261,0,0,-nan
1271,0,0,-nan
1281,0,0,-nan
1291,0,0,-nan
1301,0,0,-nan
1311,0,0,-nan
1321,0,0,-nan
1331,0,0,-nan
1341,0,0,-nan
1351,0,0,-nan
1361,0,0,-nan
1371,0,0,-nan
1381,0,0,-nan
1391,0,0,-nan
1401,0,0,-nan
1411,0,0,-nan
1421,0,0,-nan
1431,0,0,-nan
1441,0,0,-nan
1451,0,0,-nan
1461,0,0,-nan
1471,0,0,-nan
